referee,num_rounds,title_fight,gender,result,result_details,finish_round,finish_time,event_name,event_date,event_city,event_state,event_country,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time
John McCarthy,5,T,M,Decision,Split,5,5:00,UFC on FOX: Henderson vs Melendez,2013-04-20,San Jose,California,USA,0.0,191.0,92.0,166.0,68.0,4.0,0.0,0.0,0.0,1:27
John McCarthy,3,F,M,Submission,D'Arce Choke On Ground,2,2:54,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Las Vegas,Nevada,USA,0.0,91.0,45.0,85.0,41.0,3.0,2.0,0.0,0.0,1:57
Herb Dean,5,F,M,Decision,Unanimous,5,5:00,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Mexico City,Distrito Federal,Mexico,0.0,281.0,126.0,276.0,121.0,5.0,0.0,0.0,0.0,0:30
Jason Herzog,3,F,M,KO/TKO,"Kick to Head At Distance
      Front kick",2,0:17,UFC 274: Oliveira vs. Gaethje,2022-05-07,Phoenix,Arizona,USA,1.0,73.0,43.0,53.0,27.0,1.0,1.0,0.0,0.0,2:29
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Mir vs Duffee,2015-07-15,San Diego,California,USA,0.0,102.0,35.0,100.0,33.0,6.0,1.0,0.0,0.0,2:32
Keith Peterson,3,F,M,KO/TKO,Kick to Body At Distance,1,3:06,UFC Fight Night: Cowboy vs Miller,2014-07-16,Atlantic City,New Jersey,USA,1.0,17.0,10.0,17.0,10.0,0.0,0.0,0.0,0.0,0:03
Kevin Mulhall,3,F,M,Decision,Unanimous,3,5:00,UFC on FX: Belfort vs. Rockhold,2013-05-18,Jaragua do Sul,Santa Catarina,Brazil,0.0,204.0,86.0,183.0,66.0,2.0,0.0,0.0,0.0,0:42
Marc Goddard,3,F,M,KO/TKO,Knee to Body In Clinch,2,4:10,UFC Fight Night: Marreta vs. Anders,2018-09-22,Sao Paulo,Sao Paulo,Brazil,1.0,69.0,28.0,69.0,28.0,1.0,0.0,0.0,1.0,0:58
Mario Yamasaki,3,F,M,Submission,Triangle Choke From Bottom Guard,2,3:49,UFC 167: St-Pierre vs Hendricks,2013-11-16,Las Vegas,Nevada,USA,1.0,69.0,34.0,67.0,32.0,2.0,1.0,1.0,1.0,2:21
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Las Vegas,Nevada,USA,0.0,115.0,44.0,113.0,42.0,3.0,0.0,0.0,0.0,0:15
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Bisping vs Leites,2015-07-18,Glasgow,Scotland,United Kingdom,0.0,67.0,47.0,28.0,16.0,0.0,0.0,0.0,0.0,0:10
Yves Lavigne,3,F,M,Decision,Split,3,5:00,UFC 156: Aldo vs Edgar,2013-02-02,Las Vegas,Nevada,USA,0.0,169.0,37.0,169.0,37.0,9.0,2.0,1.0,0.0,1:50
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC 152: Jones vs Belfort,2012-09-22,Toronto,Ontario,Canada,0.0,309.0,171.0,300.0,164.0,3.0,0.0,0.0,0.0,0:40
Mario Yamasaki,3,F,M,KO/TKO,Knees to Head In Clinch,1,2:58,UFC Fight Night: Fight for the Troops 2,2011-01-22,Killeen,Texas,USA,2.0,44.0,28.0,33.0,17.0,0.0,0.0,0.0,0.0,0:05
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC 115: Liddell vs Franklin,2010-06-12,Vancouver,British Columbia,Canada,0.0,117.0,62.0,70.0,26.0,2.0,0.0,1.0,0.0,0:18
Rob Hinds,3,F,M,Decision,Split,3,5:00,UFC 119: Mir vs Cro Cop,2010-09-25,Indianapolis,Indiana,USA,0.0,165.0,81.0,115.0,38.0,18.0,5.0,0.0,1.0,8:10
Herb Dean,3,F,M,KO/TKO,Kicks to Leg At Distance,2,1:44,UFC 162: Silva vs Weidman,2013-07-06,Las Vegas,Nevada,USA,1.0,89.0,49.0,89.0,49.0,0.0,0.0,0.0,0.0,0:13
Kerry Hatley,3,F,M,Decision,Unanimous,3,5:00,UFC 103: Franklin vs Belfort,2009-09-19,Dallas,Texas,USA,0.0,197.0,124.0,136.0,67.0,5.0,4.0,4.0,0.0,3:18
Kim Winslow,3,F,M,Submission,Rear Naked Choke,2,3:28,UFC 130: Rampage vs Hamill,2011-05-28,Las Vegas,Nevada,USA,1.0,77.0,38.0,56.0,19.0,3.0,3.0,2.0,0.0,2:21
Mario Yamasaki,3,F,M,KO/TKO,Kick to Head At Distance,2,2:44,UFC Live: Cruz vs Johnson,2011-10-01,Washington,DC,USA,2.0,121.0,55.0,108.0,42.0,0.0,0.0,0.0,0.0,0:35
Dale Frye,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Florian vs Gomi,2010-03-31,Charlotte,North Carolina,USA,0.0,211.0,74.0,198.0,61.0,0.0,0.0,0.0,0.0,0:42
Mario Yamasaki,3,F,M,KO/TKO,"Punches to Head On Ground
      Submission to Strikes",1,2:38,UFC on FX: Belfort vs Bisping,2013-01-19,Sao Paulo,,Brazil,1.0,49.0,29.0,45.0,26.0,0.0,0.0,0.0,0.0,0:10
Steve Mazzagatti,3,F,M,KO/TKO,Punches to Head In Clinch,1,3:23,UFC 146: Dos Santos vs Mir,2012-05-26,Las Vegas,Nevada,USA,0.0,17.0,11.0,17.0,11.0,0.0,0.0,0.0,0.0,0:00
Luis Cobian,3,F,M,Submission,Triangle Choke From Bottom,3,2:44,UFC on FOX: Shogun vs Vera,2012-08-04,Los Angeles,California,USA,0.0,130.0,55.0,118.0,44.0,5.0,2.0,1.0,2.0,2:11
Chris Tognoni,3,F,M,Decision,Split,3,5:00,UFC 155: Dos Santos vs Velasquez II,2012-12-29,Las Vegas,Nevada,USA,0.0,117.0,62.0,112.0,57.0,1.0,0.0,1.0,0.0,0:59
John McCarthy,3,F,M,Submission,Armbar From Bottom Guard,3,3:31,UFC 62: Liddell vs Sobral,2006-08-26,Las Vegas,Nevada,USA,0.0,125.0,97.0,46.0,22.0,2.0,1.0,3.0,2.0,1:09
Dan Miragliotta,3,F,M,KO/TKO,"Kick to Head At Distance
      Wheel Kick",3,2:02,UFC 142: Aldo vs Mendes,2012-01-14,Rio de Janeiro,,Brazil,1.0,129.0,47.0,129.0,47.0,0.0,0.0,0.0,0.0,0:01
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 75: Champion vs Champion,2007-09-08,London,England,United Kingdom,0.0,123.0,105.0,23.0,14.0,10.0,7.0,0.0,0.0,11:41
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC 84: Ill Will,2008-05-24,Las Vegas,Nevada,USA,0.0,244.0,171.0,47.0,20.0,8.0,4.0,0.0,0.0,9:53
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC 128: Shogun vs Jones,2011-03-19,Newark,New Jersey,USA,0.0,153.0,48.0,151.0,46.0,2.0,2.0,0.0,0.0,0:45
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 145: Jones vs Evans,2012-04-21,Atlanta,Georgia,USA,0.0,124.0,45.0,116.0,39.0,0.0,0.0,0.0,0.0,0:00
Marcos Rosales,3,F,M,Decision,Unanimous,3,5:00,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,San Jose,California,USA,0.0,108.0,68.0,85.0,51.0,17.0,6.0,0.0,0.0,6:45
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Halifax,Nova Scotia,Canada,0.0,116.0,54.0,103.0,42.0,12.0,6.0,0.0,0.0,2:56
Herb Dean,3,F,M,Submission,Kneebar From Bottom Half Guard,1,3:01,UFC Fight Night: Lemos vs. Andrade,2022-04-23,Las Vegas,Nevada,USA,0.0,6.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,1:10
Keith Peterson,3,F,M,KO/TKO,"Kick to Body At Distance
      Front Kick",2,4:06,UFC 281: Adesanya vs. Pereira,2022-11-12,New York City,New York,USA,1.0,73.0,37.0,63.0,29.0,0.0,0.0,1.0,0.0,2:08
Keith Peterson,3,T,M,KO/TKO,Punch to Body In Clinch,2,1:55,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Mexico City,Distrito Federal,Mexico,1.0,129.0,64.0,121.0,56.0,0.0,0.0,0.0,0.0,0:02
Keith Peterson,3,F,M,Submission,Rear Naked Choke,2,1:21,UFC Fight Night: Font vs. Aldo,2021-12-04,Las Vegas,Nevada,USA,0.0,87.0,50.0,50.0,18.0,7.0,2.0,1.0,0.0,2:09
Marc Goddard,3,F,M,KO/TKO,Punch to Head At Distance,1,2:17,UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Stockholm,,Sweden,0.0,11.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0:00
Keith Peterson,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,Las Vegas,Nevada,USA,0.0,212.0,72.0,212.0,72.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Submission,Rear Naked Choke,3,2:05,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Las Vegas,Nevada,USA,1.0,96.0,73.0,49.0,33.0,6.0,2.0,2.0,0.0,9:31
Larry Folsom,3,F,M,Decision,Unanimous,3,5:00,UFC 273: Volkanovski vs. The Korean Zombie,2022-04-09,Jacksonville,Florida,USA,0.0,144.0,88.0,123.0,68.0,2.0,1.0,0.0,0.0,0:48
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Oklahoma City,Oklahoma,USA,0.0,207.0,133.0,87.0,38.0,8.0,2.0,0.0,0.0,9:53
Yves Lavigne,3,F,M,KO/TKO,Punches to Head From Guard,1,1:24,UFC 170: Rousey vs McMann,2014-02-22,Las Vegas,Nevada,USA,0.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0:00
Dan Miragliotta,3,F,M,KO/TKO,Punches to Head In Clinch,2,1:57,UFC 85: Bedlam,2008-06-07,London,England,United Kingdom,1.0,73.0,54.0,34.0,18.0,4.0,2.0,1.0,0.0,1:13
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,UFC 76: Knockout,2007-09-22,Anaheim,California,USA,0.0,134.0,89.0,66.0,29.0,6.0,2.0,1.0,1.0,7:55
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC 88: Breakthrough,2008-09-06,Atlanta,Georgia,USA,2.0,138.0,100.0,97.0,61.0,2.0,1.0,1.0,0.0,6:20
Herb Dean,3,F,M,Submission,Arm Triangle From Side Control,2,3:40,UFC Live: Vera vs Jones,2010-03-21,Broomfield,Colorado,USA,0.0,102.0,72.0,33.0,14.0,2.0,2.0,1.0,0.0,7:28
Dan Miragliotta,3,F,M,Submission,Guillotine Choke After Drop to Guard,2,1:24,UFC 105: Couture vs Vera,2009-11-14,Manchester,England,United Kingdom,0.0,57.0,17.0,57.0,17.0,0.0,0.0,1.0,0.0,0:38
David Smith,3,F,M,Submission,Triangle Choke From Bottom Guard,3,3:56,UFC 90: Silva vs Cote,2008-10-25,Rosemont,Illinois,USA,1.0,101.0,76.0,54.0,30.0,2.0,0.0,2.0,1.0,2:48
Yves Lavigne,3,F,M,Decision,Split,3,5:00,UFC 94: St-Pierre vs Penn 2,2009-01-31,Las Vegas,Nevada,USA,0.0,127.0,75.0,99.0,49.0,11.0,4.0,1.0,0.0,8:50
Jorge Alonso,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Dos Anjos vs. Cowboy 2,2015-12-19,Orlando,Florida,USA,0.0,303.0,104.0,301.0,103.0,1.0,1.0,0.0,0.0,0:19
Jason Herzog,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Dos Santos vs Miocic,2014-12-13,Phoenix,Arizona,USA,0.0,175.0,129.0,119.0,77.0,2.0,2.0,0.0,0.0,7:48
Yves Lavigne,3,F,M,KO/TKO,Punches to Head At Distance,1,2:38,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,Las Vegas,Nevada,USA,0.0,16.0,6.0,15.0,5.0,2.0,1.0,0.0,0.0,0:49
Mario Yamasaki,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Maynard vs Diaz,2010-01-11,Fairfax,Virginia,USA,0.0,154.0,53.0,142.0,41.0,0.0,0.0,0.0,0.0,0:11
Herb Dean,5,T,M,Decision,Unanimous,5,5:00,UFC on FOX: Henderson vs Diaz,2012-12-08,Seattle,Washington,USA,1.0,259.0,183.0,198.0,124.0,12.0,8.0,0.0,0.0,17:00
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Las Vegas,Nevada,USA,0.0,71.0,49.0,47.0,27.0,14.0,8.0,1.0,1.0,10:37
Tim Mills,3,F,M,KO/TKO,Punches to Head From Mount,1,4:15,UFC Fight Night: Florian vs Lauzon,2008-04-02,Broomfield,Colorado,USA,0.0,39.0,24.0,26.0,11.0,1.0,1.0,0.0,0.0,1:56
Leon Roberts,3,F,M,Submission,Rear Naked Choke,3,1:47,UFC 89: Bisping vs Leben,2008-10-18,Birmingham,England,United Kingdom,0.0,104.0,92.0,42.0,31.0,5.0,1.0,5.0,0.0,4:03
Steve Mazzagatti,3,F,M,Decision,Split,3,5:00,UFC 74: Respect,2007-08-25,Las Vegas,Nevada,USA,2.0,208.0,71.0,181.0,44.0,1.0,0.0,0.0,0.0,3:26
Shawn Gregory,3,F,M,Decision,Split,3,5:00,UFC 102: Couture vs Nogueira,2009-08-29,Portland,Oregon,USA,1.0,175.0,70.0,161.0,58.0,1.0,1.0,0.0,0.0,1:01
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 86: Jackson vs Griffin,2008-07-05,Las Vegas,Nevada,USA,0.0,227.0,144.0,175.0,92.0,3.0,3.0,0.0,0.0,6:19
Todd Frederickson,3,F,M,Decision,Unanimous,3,5:00,UFC 90: Silva vs Cote,2008-10-25,Rosemont,Illinois,USA,0.0,127.0,65.0,122.0,60.0,0.0,0.0,0.0,0.0,0:02
Steve Mazzagatti,3,F,M,Submission,Rear Naked Choke,2,4:42,UFC 64: Unstoppable,2006-10-14,Las Vegas,Nevada,USA,0.0,125.0,93.0,52.0,26.0,4.0,2.0,2.0,0.0,7:32
Osiris Maia,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,Brasilia,Distrito Federal,Brazil,0.0,122.0,46.0,122.0,46.0,4.0,1.0,0.0,0.0,0:00
Gary Copeland,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Magny vs Gastelum,2015-11-21,Monterrey,Nuevo Leon,Mexico,0.0,123.0,60.0,102.0,41.0,0.0,0.0,0.0,0.0,3:29
Jason Herzog,3,F,M,Submission,Armbar From Bottom Guard,1,3:00,UFC 254: Khabib vs. Gaethje,2020-10-24,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,13.0,10.0,6.0,4.0,0.0,0.0,2.0,0.0,0:00
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Mendes vs Lamas,2015-04-04,Fairfax,Virginia,USA,0.0,61.0,27.0,55.0,21.0,17.0,2.0,0.0,0.0,2:54
Jason Herzog,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Holloway vs. Allen,2023-04-15,Kansas City,Missouri,USA,0.0,91.0,51.0,91.0,51.0,3.0,0.0,0.0,0.0,0:06
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Sandhagen vs. Song,2022-09-17,Las Vegas,Nevada,USA,0.0,169.0,72.0,168.0,71.0,9.0,1.0,0.0,0.0,0:38
Steve Perceval,3,F,M,Submission,Kimura From Side Control,1,4:55,UFC 234: Adesanya vs. Silva,2019-02-09,Melbourne,Victoria,Australia,0.0,64.0,39.0,40.0,20.0,1.0,1.0,1.0,0.0,3:35
Fernando Salas Navarro,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Mexico City,Distrito Federal,Mexico,0.0,116.0,101.0,34.0,22.0,6.0,4.0,2.0,0.0,13:20
Keith Peterson,3,F,M,Submission,Rear Naked Choke,2,4:15,UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Sunrise,Florida,USA,0.0,122.0,81.0,87.0,49.0,6.0,3.0,1.0,0.0,5:27
Nic Jones,3,F,M,KO/TKO,Punch to Head In Clinch,2,0:59,UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Glendale,Arizona,USA,1.0,74.0,39.0,65.0,31.0,2.0,2.0,0.0,0.0,1:24
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,Minneapolis,Minnesota,USA,0.0,218.0,171.0,79.0,48.0,6.0,2.0,0.0,2.0,9:44
Marcio Laselva,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Wichita,Kansas,USA,0.0,104.0,70.0,82.0,49.0,3.0,2.0,3.0,0.0,3:27
Jason Herzog,3,F,M,Submission,Armbar From Back Control,1,4:57,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,Las Vegas,Nevada,USA,0.0,34.0,16.0,30.0,13.0,5.0,1.0,1.0,0.0,1:21
Kevin Sataki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,Berlin,Berlin,Germany,0.0,137.0,64.0,126.0,54.0,3.0,1.0,0.0,0.0,0:56
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Sao Paulo,Sao Paulo,Brazil,0.0,78.0,29.0,77.0,28.0,5.0,2.0,0.0,0.0,2:05
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Mexico City,Distrito Federal,Mexico,0.0,134.0,73.0,120.0,60.0,5.0,0.0,0.0,0.0,4:10
Mario Yamasaki,3,F,M,Decision,Split,3,5:00,UFC on FOX: Johnson vs. Reis,2017-04-15,Kansas City,Missouri,USA,0.0,176.0,104.0,143.0,75.0,6.0,0.0,0.0,0.0,2:28
Gasper Oliver,3,F,M,Decision,Unanimous,3,5:00,UFC 169: Barao vs Faber 2,2014-02-01,Newark,New Jersey,USA,0.0,50.0,24.0,42.0,18.0,8.0,1.0,1.0,0.0,6:02
Jerin Valel,3,F,M,KO/TKO,Punches to Head At Distance,3,4:57,UFC Fight Night: Machida vs Dollaway,2014-12-20,Barueri,Sao Paulo,Brazil,0.0,119.0,57.0,118.0,56.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Miocic vs Maldonado,2014-05-31,Sao Paulo,,Brazil,0.0,117.0,42.0,104.0,37.0,4.0,0.0,0.0,0.0,1:48
Jeff Rexroad,3,F,M,Submission,D'Arce Choke On Ground,2,0:59,UFC 262: Oliveira vs. Chandler,2021-05-15,Houston,Texas,USA,0.0,55.0,23.0,54.0,22.0,5.0,3.0,1.0,0.0,0:59
Jason Herzog,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Costa vs. Vettori,2021-10-23,Las Vegas,Nevada,USA,0.0,191.0,116.0,157.0,87.0,14.0,8.0,0.0,0.0,9:01
John McCarthy,3,F,M,KO/TKO,Kick to Body At Distance,1,3:50,UFC Fight Night: Fight for the Troops 3,2013-11-06,Fort Campbell,Kentucky,USA,1.0,54.0,20.0,54.0,20.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 178: Johnson vs Cariaso,2014-09-27,Las Vegas,Nevada,USA,1.0,176.0,85.0,157.0,69.0,4.0,2.0,0.0,1.0,3:00
Adam Cheadle,3,F,M,Submission,Guillotine Choke From Bottom Guard,3,4:47,UFC 161: Evans vs Henderson,2013-06-15,Winnipeg,Manitoba,Canada,0.0,234.0,81.0,226.0,73.0,2.0,2.0,0.0,0.0,1:20
Robert Madrigal,3,F,M,Submission,Rear Naked Choke,1,1:27,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Chicago,Illinois,USA,0.0,19.0,6.0,19.0,6.0,0.0,0.0,0.0,0.0,0:03
Jason Herzog,3,F,M,KO/TKO,"to    
      Ankle Injury",1,5:00,UFC 173: Barao vs Dillashaw,2014-05-24,Las Vegas,Nevada,USA,0.0,33.0,9.0,30.0,7.0,1.0,1.0,0.0,0.0,0:35
Kerry Hatley,3,F,M,KO/TKO,Punch to Head At Distance,1,4:59,UFC Fight Night: Muniz vs. Allen,2023-02-25,Las Vegas,Nevada,USA,0.0,35.0,11.0,29.0,7.0,6.0,4.0,0.0,0.0,2:15
Jason Herzog,3,F,M,KO/TKO,Knees to Head In Clinch,1,2:27,UFC Fight Night: Muniz vs. Allen,2023-02-25,Las Vegas,Nevada,USA,1.0,38.0,18.0,35.0,17.0,2.0,0.0,0.0,0.0,0:46
Chris Tognoni,3,F,M,Decision,Majority,3,5:00,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,Las Vegas,Nevada,USA,0.0,144.0,91.0,82.0,33.0,4.0,1.0,3.0,0.0,4:51
Lukasz Bosacki,3,F,M,Decision,Unanimous,3,5:00,UFC 253: Adesanya vs. Costa,2020-09-26,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,185.0,86.0,166.0,67.0,6.0,1.0,0.0,0.0,1:24
Fernando Portella,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,Montevideo,,Uruguay,0.0,92.0,59.0,42.0,20.0,1.0,0.0,0.0,1.0,0:18
Marc Goddard,3,F,M,Submission,Schultz Front Headlock On Ground,2,3:10,UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Saint Petersburg,Saint Petersburg,Russia,0.0,23.0,18.0,19.0,14.0,2.0,1.0,1.0,0.0,2:13
Mark Smith,3,F,M,Decision,Majority,3,5:00,UFC Fight Night: Muniz vs. Allen,2023-02-25,Las Vegas,Nevada,USA,0.0,36.0,25.0,17.0,6.0,0.0,0.0,2.0,1.0,1:18
Chris Tognoni,3,F,M,Submission,Arm Triangle From Half Guard,3,1:37,UFC 259: Blachowicz vs. Adesanya,2021-03-06,Las Vegas,Nevada,USA,0.0,119.0,102.0,25.0,15.0,4.0,3.0,2.0,0.0,9:26
Rob Hinds,3,F,M,Submission,Armbar On Ground,2,4:41,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Wichita,Kansas,USA,0.0,69.0,41.0,65.0,37.0,5.0,2.0,1.0,0.0,5:17
Herb Dean,3,F,M,KO/TKO,Punches to Head At Distance,2,4:25,UFC Fight Night: Smith vs. Teixeira,2020-05-13,Jacksonville,Florida,USA,0.0,115.0,41.0,108.0,34.0,5.0,3.0,0.0,0.0,1:07
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 195: Lawler vs Condit,2016-01-02,Las Vegas,Nevada,USA,0.0,115.0,79.0,69.0,38.0,5.0,2.0,0.0,0.0,3:59
Dan Miragliotta,3,F,M,Submission,Rear Naked Choke,2,2:57,UFC 206: Holloway vs. Pettis,2016-12-10,Toronto,Ontario,Canada,0.0,56.0,30.0,53.0,27.0,0.0,0.0,1.0,1.0,1:33
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Munoz vs Mousasi,2014-05-31,Berlin,,Germany,0.0,148.0,87.0,105.0,50.0,6.0,2.0,0.0,0.0,4:15
Jason Herzog,3,F,M,KO/TKO,Punch to Head At Distance,1,3:04,UFC 214: Cormier vs. Jones 2,2017-07-29,Anaheim,California,USA,0.0,18.0,11.0,18.0,11.0,1.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Submission,Guillotine Choke On Ground,1,0:54,UFC 188: Velasquez vs Werdum,2015-06-13,Mexico City,Distrito Federal,Mexico,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0:22
Herb Dean,3,F,M,Submission,Rear Naked Choke,1,1:52,UFC on FOX: Dos Santos vs Miocic,2014-12-13,Phoenix,Arizona,USA,0.0,10.0,4.0,10.0,4.0,2.0,0.0,0.0,0.0,0:00
Peter Hickmott,3,F,M,Decision,Unanimous,3,5:00,UFC 242: Khabib vs. Poirier,2019-09-07,Abu Dhabi,Abu Dhabi,United Arab Emirates,1.0,148.0,88.0,95.0,43.0,1.0,0.0,0.0,0.0,4:39
Mark Lawley,3,F,M,Submission,Rear Naked Choke,3,0:50,UFC Fight Night: Swanson vs. Ortega,2017-12-09,Fresno,California,USA,0.0,110.0,57.0,97.0,46.0,0.0,0.0,0.0,0.0,0:15
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Saint Petersburg,Saint Petersburg,Russia,0.0,53.0,47.0,20.0,14.0,9.0,4.0,0.0,0.0,6:06
Daniel Movahedi,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,122.0,49.0,103.0,33.0,5.0,0.0,0.0,0.0,0:18
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC 240: Holloway vs. Edgar,2019-07-27,Edmonton,Alberta,Canada,0.0,61.0,36.0,48.0,23.0,3.0,0.0,0.0,0.0,1:01
,3,F,M,Submission,Rear Naked Choke,2,2:38,UFC 187: Johnson vs Cormier,2015-05-23,Las Vegas,Nevada,USA,0.0,80.0,53.0,50.0,32.0,5.0,3.0,1.0,0.0,3:00
Steve Perceval,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Henderson vs Masvidal,2015-11-28,Seoul,,South Korea,1.0,124.0,68.0,109.0,54.0,1.0,1.0,2.0,1.0,0:25
Rich Mitchell,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Overeem vs Arlovski,2016-05-08,Rotterdam,Zuid-Holland,Netherlands,0.0,181.0,54.0,180.0,53.0,1.0,0.0,0.0,0.0,0:07
Herb Dean,5,T,M,Decision,Unanimous,5,5:00,UFC 118: Edgar vs Penn 2,2010-08-28,Boston,Massachusetts,USA,0.0,285.0,142.0,234.0,94.0,9.0,3.0,0.0,1.0,6:42
John McCarthy,5,T,M,Decision,Majority,5,5:00,UFC 35: Throwdown,2002-01-11,Uncasville,Connecticut,USA,0.0,186.0,122.0,98.0,38.0,1.0,1.0,0.0,4.0,8:21
Osiris Maia,3,F,M,Submission,Rear Naked Choke,3,4:21,UFC Fight Night: Miocic vs Maldonado,2014-05-31,Sao Paulo,,Brazil,0.0,172.0,65.0,172.0,65.0,1.0,1.0,1.0,0.0,0:38
Marc Goddard,3,F,M,KO/TKO,Elbows to Head From Mount,2,3:44,UFC Fight Night: Lewis vs. Spivac,2023-02-04,Las Vegas,Nevada,USA,0.0,40.0,20.0,25.0,14.0,0.0,0.0,0.0,0.0,0:09
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC 237: Namajunas vs. Andrade,2019-05-11,Rio de Janeiro,Rio de Janeiro,Brazil,0.0,160.0,115.0,102.0,66.0,6.0,4.0,1.0,0.0,7:51
Mark Smith,3,F,M,Submission,Rear Naked Choke,2,4:50,UFC Fight Night: Luque vs. Muhammad,2022-04-16,Las Vegas,Nevada,USA,0.0,126.0,73.0,80.0,35.0,4.0,3.0,1.0,0.0,4:37
