referee,num_rounds,title_fight,gender,result,result_details,finish_round,finish_time,event_name,event_date,event_city,event_state,event_country,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time
John McCarthy,3,F,M,KO/TKO,Punches to Head From Back Control,1,4:57,UFC 31: Locked and Loaded,2001-05-04,Atlantic City,New Jersey,USA,0.0,86.0,76.0,32.0,22.0,2.0,2.0,0.0,0.0,4:30
Dan Miragliotta,3,F,M,KO/TKO,Punch to Head In Clinch,2,1:33,UFC 185: Pettis vs Dos Anjos,2015-03-14,Dallas,Texas,USA,1.0,75.0,25.0,75.0,25.0,0.0,0.0,0.0,0.0,0:02
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 142: Aldo vs Mendes,2012-01-14,Rio de Janeiro,,Brazil,0.0,136.0,57.0,128.0,50.0,11.0,2.0,0.0,0.0,2:24
John McCarthy,3,F,M,KO/TKO,Punch to Head At Distance,1,3:52,UFC 131: Dos Santos vs Carwin,2011-06-11,Vancouver,British Columbia,Canada,0.0,43.0,23.0,32.0,14.0,2.0,1.0,0.0,0.0,1:15
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC 89: Bisping vs Leben,2008-10-18,Birmingham,England,United Kingdom,0.0,192.0,69.0,192.0,69.0,2.0,0.0,0.0,0.0,0:03
John McCarthy,3,F,M,Submission,Rear Naked Choke,1,1:46,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Las Vegas,Nevada,USA,0.0,22.0,19.0,8.0,5.0,2.0,1.0,1.0,0.0,1:37
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Stout vs Fisher,2007-06-12,Hollywood,Florida,USA,0.0,240.0,89.0,239.0,88.0,2.0,0.0,0.0,0.0,0:09
Yves Lavigne,3,F,M,Decision,Split,3,5:00,UFC 83: Serra vs St-Pierre 2,2008-04-19,Montreal,Quebec,Canada,0.0,132.0,69.0,102.0,40.0,9.0,3.0,3.0,0.0,5:23
Herb Dean,3,T,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Las Vegas,Nevada,USA,0.0,164.0,108.0,129.0,74.0,7.0,0.0,0.0,0.0,3:47
Kevin Mulhall,3,F,M,Submission,Rear Naked Choke,1,3:37,UFC 122: Marquardt vs Okami,2010-11-13,Oberhausen,North Rhine-Westphalia,Germany,1.0,81.0,37.0,71.0,30.0,1.0,0.0,1.0,0.0,0:35
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC 132: Cruz vs Faber,2011-07-02,Las Vegas,Nevada,USA,0.0,214.0,118.0,211.0,116.0,3.0,2.0,0.0,0.0,1:06
Liam Kerrigan,3,F,M,Submission,Rear Naked Choke,3,3:02,UFC on FOX: Johnson vs. Bader,2016-01-30,Newark,New Jersey,USA,0.0,147.0,64.0,141.0,60.0,7.0,2.0,1.0,0.0,4:01
John McCarthy,3,F,M,Submission,North-South Choke,1,1:42,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Fortaleza,Ceara,Brazil,0.0,45.0,34.0,34.0,24.0,3.0,2.0,1.0,0.0,1:12
Robert Madrigal,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Holm vs. Shevchenko,2016-07-23,Chicago,Illinois,USA,0.0,101.0,70.0,77.0,48.0,14.0,7.0,1.0,1.0,6:43
Tim Mills,3,F,M,Submission,D'Arce Choke On Ground,1,3:54,UFC on FOX: Shevchenko vs. Pena,2017-01-28,Denver,Colorado,USA,0.0,18.0,4.0,18.0,4.0,0.0,0.0,1.0,0.0,0:07
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,Natal,Rio Grande do Norte,Brazil,1.0,106.0,66.0,67.0,35.0,11.0,3.0,0.0,0.0,5:00
Blake Grice,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cejudo vs. Dillashaw,2019-01-19,Brooklyn,New York,USA,0.0,147.0,83.0,122.0,63.0,9.0,5.0,2.0,0.0,0:42
Josh Rosenthal,3,F,M,Submission,Rear Naked Choke,1,4:03,UFC on FX: Guillard vs Miller,2012-01-20,Nashville,Tennessee,USA,0.0,33.0,26.0,13.0,6.0,4.0,1.0,1.0,0.0,1:07
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Sacramento,California,USA,0.0,194.0,59.0,189.0,54.0,2.0,1.0,1.0,0.0,0:45
Cyril Desjardins,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Halifax,Nova Scotia,Canada,0.0,106.0,55.0,83.0,35.0,7.0,4.0,0.0,0.0,7:39
Chris Tognoni,3,F,M,Decision,Split,3,5:00,UFC 170: Rousey vs McMann,2014-02-22,Las Vegas,Nevada,USA,0.0,133.0,94.0,62.0,28.0,2.0,2.0,0.0,0.0,4:31
Barry Gallant,3,F,M,KO/TKO,Kick to Head In Clinch,2,0:14,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Moncton,New Brunswick,Canada,0.0,16.0,6.0,15.0,5.0,1.0,1.0,0.0,0.0,3:48
Herb Dean,3,T,M,Submission,Rear Naked Choke,3,4:46,UFC 190: Rousey vs Correia,2015-08-01,Rio de Janeiro,Rio de Janeiro,Brazil,0.0,57.0,47.0,31.0,23.0,9.0,4.0,1.0,0.0,6:40
Chris Tognoni,3,F,M,KO/TKO,Punches to Head At Distance,1,2:07,UFC 160: Velasquez vs Silva 2,2013-05-25,Las Vegas,Nevada,USA,0.0,28.0,13.0,28.0,13.0,0.0,0.0,0.0,0.0,0:00
Fernando Yamasaki,3,F,M,Submission,Armbar From Bottom Guard,3,2:12,UFC Live: Cruz vs Johnson,2011-10-01,Washington,DC,USA,0.0,61.0,11.0,60.0,10.0,3.0,1.0,2.0,2.0,2:45
Dan Miragliotta,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Diaz vs Guillard,2009-09-16,Oklahoma City,Oklahoma,USA,0.0,100.0,43.0,79.0,23.0,7.0,3.0,1.0,0.0,3:14
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC 87: Seek And Destroy,2008-08-09,Minneapolis,Minnesota,USA,0.0,113.0,65.0,99.0,51.0,7.0,5.0,0.0,0.0,2:27
Todd Frederickson,3,F,M,Decision,Unanimous,3,5:00,UFC 90: Silva vs Cote,2008-10-25,Rosemont,Illinois,USA,0.0,111.0,66.0,61.0,22.0,7.0,5.0,2.0,0.0,9:41
Jorge Ortiz,3,F,M,Submission,Guillotine Choke After Drop to Guard,1,4:35,UFC Fight Night: Lauzon vs Stephens,2009-02-07,Tampa,Florida,USA,0.0,26.0,22.0,10.0,7.0,3.0,2.0,1.0,0.0,3:21
Larry Landless,3,F,M,Submission,Rear Naked Choke,3,4:07,UFC 41: Onslaught,2003-02-28,Atlantic City,New Jersey,USA,1.0,129.0,79.0,96.0,51.0,0.0,0.0,1.0,0.0,3:32
Steve Mazzagatti,3,F,M,Submission,Rear Naked Choke,2,3:11,The Ultimate Fighter: The Comeback Finale,2006-11-11,Las Vegas,Nevada,USA,1.0,107.0,63.0,75.0,33.0,1.0,1.0,1.0,0.0,2:15
Mario Yamasaki,3,F,M,KO/TKO,Punch to Head At Distance,1,0:09,UFC Fight Night: Thomas vs Florian,2007-09-19,Las Vegas,Nevada,USA,1.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0:02
Herb Dean,3,F,M,KO/TKO,Punches to Head On Ground,2,0:37,UFC Fight Night: Swick vs Burkman,2008-01-23,Las Vegas,Nevada,USA,0.0,78.0,66.0,40.0,29.0,0.0,0.0,0.0,0.0,3:25
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC 200: Tate vs Nunes,2016-07-09,Las Vegas,Nevada,USA,0.0,135.0,106.0,66.0,41.0,2.0,0.0,1.0,1.0,4:24
Yves Lavigne,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Bisping vs Kennedy,2014-04-16,Quebec City,Quebec,Canada,0.0,209.0,108.0,171.0,70.0,13.0,3.0,0.0,0.0,6:14
Kim Winslow,3,F,M,Submission,Guillotine Choke On Ground,1,4:03,The Ultimate Fighter: Live Finale,2012-06-01,Las Vegas,Nevada,USA,0.0,49.0,12.0,49.0,12.0,0.0,0.0,1.0,0.0,0:00
Chris Tognoni,3,F,M,Decision,Majority,3,5:00,The Ultimate Fighter: Undefeated Finale,2018-07-06,Las Vegas,Nevada,USA,0.0,152.0,94.0,71.0,27.0,19.0,8.0,0.0,0.0,11:08
Vitor Ribeiro,3,F,M,TKO - Doctor's Stoppage,Knee Injury,1,5:00,UFC Fight Night: Cowboy vs Miller,2014-07-16,Atlantic City,New Jersey,USA,1.0,38.0,27.0,21.0,13.0,0.0,0.0,0.0,1.0,3:02
John McCarthy,1,T,M,Submission,Guillotine Choke After Drop to Ground,1,2:00,UFC 13: The Ultimate Force,1997-05-30,Augusta,Georgia,USA,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,--
Greg Kleynjans,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Hunt vs Mir,2016-03-19,Brisbane,Queensland,Australia,0.0,147.0,117.0,39.0,25.0,7.0,5.0,1.0,0.0,12:21
Marc Goddard,3,F,M,KO/TKO,Punches to Head At Distance,1,2:27,UFC 201: Lawler vs. Woodley,2016-07-30,Atlanta,Georgia,USA,0.0,27.0,17.0,27.0,17.0,0.0,0.0,1.0,0.0,0:03
Neil Hall,3,F,M,KO/TKO,Punch to Head At Distance,2,1:26,UFC Fight Night: Silva vs Bisping,2016-02-27,London,England,United Kingdom,1.0,65.0,41.0,62.0,38.0,1.0,1.0,0.0,0.0,0:29
Wernei Cardoso,3,F,M,Submission,Rear Naked Choke,1,4:15,UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Uberlandia,Minas Gerais,Brazil,0.0,16.0,12.0,8.0,4.0,1.0,1.0,1.0,0.0,1:04
Dan Miragliotta,3,F,M,KO/TKO,Punch to Head At Distance,2,0:21,UFC 172: Jones vs Teixeira,2014-04-26,Baltimore,Maryland,USA,1.0,25.0,20.0,21.0,16.0,3.0,0.0,0.0,1.0,0:58
Jerin Valel,3,F,M,KO/TKO,Punches to Head From Back Control,1,4:57,UFC 174: Johnson vs Bagautinov,2014-06-14,Vancouver,British Columbia,Canada,0.0,45.0,29.0,24.0,10.0,3.0,2.0,0.0,0.0,3:41
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Bigfoot vs Mir,2015-02-22,Porto Alegre,Rio Grande do Sul,Brazil,0.0,81.0,41.0,64.0,25.0,10.0,3.0,1.0,0.0,6:07
Jerin Valel,3,F,M,Decision,Unanimous,3,5:00,UFC 161: Evans vs Henderson,2013-06-15,Winnipeg,Manitoba,Canada,0.0,188.0,118.0,105.0,41.0,1.0,0.0,0.0,1.0,2:27
John McCarthy,3,F,M,KO/TKO,Punches to Head From Back Control,2,4:36,UFC 140: Jones vs Machida,2011-12-10,Toronto,Ontario,Canada,0.0,139.0,25.0,131.0,17.0,3.0,0.0,0.0,0.0,0:16
Leon Roberts,3,F,M,Submission,Guillotine Choke On Ground,2,2:34,UFC on FX: Belfort vs. Rockhold,2013-05-18,Jaragua do Sul,Santa Catarina,Brazil,0.0,69.0,23.0,67.0,21.0,4.0,2.0,1.0,0.0,1:27
Kevin Mulhall,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Diaz vs Miller,2012-05-05,East Rutherford,New Jersey,USA,0.0,147.0,62.0,136.0,52.0,3.0,1.0,0.0,0.0,2:55
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,2012-05-15,Fairfax,Virginia,USA,0.0,163.0,116.0,113.0,68.0,7.0,3.0,1.0,0.0,6:54
Josh Rosenthal,3,F,M,Decision,Split,3,5:00,UFC on FX: Browne vs Bigfoot,2012-10-05,Minneapolis,Minnesota,USA,0.0,140.0,109.0,77.0,53.0,7.0,3.0,0.0,0.0,8:28
Marko Gyllenland,3,F,M,Submission,Guillotine Choke On Ground,2,1:28,UFC on FUEL TV: Gustafsson vs Silva,2012-04-14,Stockholm,,Sweden,0.0,2.0,2.0,1.0,1.0,7.0,3.0,1.0,0.0,2:15
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 148: Silva vs Sonnen 2,2012-07-07,Las Vegas,Nevada,USA,0.0,199.0,178.0,40.0,29.0,7.0,4.0,5.0,0.0,11:01
John Sharp,3,F,M,Decision,Unanimous,3,5:00,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,Gold Coast,Queensland,Australia,1.0,142.0,96.0,119.0,75.0,2.0,0.0,0.0,0.0,1:54
John McCarthy,3,F,M,KO/TKO,Punches to Head On Ground,2,1:35,UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Sacramento,California,USA,0.0,69.0,48.0,64.0,43.0,6.0,5.0,0.0,0.0,2:12
Herb Dean,3,F,M,KO/TKO,Punch to Head At Distance,2,2:52,UFC on FOX: Henderson vs Melendez,2013-04-20,San Jose,California,USA,1.0,48.0,28.0,46.0,26.0,1.0,0.0,0.0,0.0,0:02
Josh Rosenthal,3,F,M,Submission,Guillotine Choke After Drop to Guard,2,2:38,UFC Live: Hardy vs Lytle,2011-08-14,Milwaukee,Wisconsin,USA,1.0,81.0,36.0,76.0,32.0,0.0,0.0,2.0,0.0,0:49
Dan Miragliotta,3,F,M,KO/TKO,Elbows to Head From Crucifix,2,3:16,UFC 123: Rampage vs Machida,2010-11-20,Auburn Hills,Michigan,USA,1.0,171.0,106.0,104.0,44.0,1.0,1.0,0.0,1.0,2:54
Steve Mazzagatti,3,F,M,Submission,Inverted Triangle From Bottom,1,3:05,UFC 108: Evans vs Silva,2010-01-02,Las Vegas,Nevada,USA,0.0,37.0,18.0,34.0,15.0,0.0,0.0,1.0,0.0,0:06
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC 114: Rampage vs Evans,2010-05-29,Las Vegas,Nevada,USA,1.0,187.0,67.0,184.0,64.0,3.0,0.0,0.0,0.0,1:34
Mario Yamasaki,3,F,M,KO/TKO,Punches to Head At Distance,1,4:38,UFC 64: Unstoppable,2006-10-14,Las Vegas,Nevada,USA,1.0,32.0,28.0,17.0,13.0,0.0,0.0,0.0,0.0,0:11
Herb Dean,3,F,M,Submission,Guillotine Choke After Drop to Guard,1,1:58,UFC Fight Night: Condit vs Kampmann,2009-04-01,Nashville,Tennessee,USA,0.0,18.0,5.0,16.0,3.0,0.0,0.0,1.0,0.0,0:00
Yves Lavigne,3,F,M,Submission,Triangle Choke From Bottom Guard,3,4:48,UFC 86: Jackson vs Griffin,2008-07-05,Las Vegas,Nevada,USA,0.0,159.0,59.0,141.0,41.0,2.0,1.0,2.0,1.0,2:06
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 91: Couture vs Lesnar,2008-11-15,Las Vegas,Nevada,USA,0.0,261.0,133.0,222.0,98.0,1.0,1.0,0.0,0.0,2:27
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night 5,2006-06-28,Las Vegas,Nevada,USA,0.0,158.0,43.0,158.0,43.0,0.0,0.0,0.0,0.0,0:12
Mark Matheny,3,F,M,Decision,Unanimous,3,5:00,UFC 77: Hostile Territory,2007-10-20,Cincinnati,Ohio,USA,0.0,248.0,186.0,78.0,44.0,4.0,2.0,1.0,1.0,8:05
Herb Dean,3,F,M,KO/TKO,Kick to Head At Distance,1,1:10,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Las Vegas,Nevada,USA,1.0,34.0,14.0,32.0,12.0,0.0,0.0,0.0,0.0,0:15
Jason Herzog,3,F,M,Submission,Guillotine Choke On Ground,1,1:12,UFC 177: Dillashaw vs Soto,2014-08-30,Sacramento,California,USA,0.0,6.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0:44
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Maia vs LaFlare,2015-03-21,Rio de Janeiro,,Brazil,0.0,252.0,151.0,191.0,94.0,6.0,5.0,0.0,0.0,6:53
Adam Cheadle,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Holloway vs Oliveira,2015-08-23,Saskatoon,Saskatchewan,Canada,0.0,103.0,73.0,69.0,44.0,5.0,2.0,0.0,1.0,4:31
Blake Grice,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Rockhold vs Philippou,2014-01-15,Duluth,Georgia,USA,0.0,75.0,37.0,59.0,21.0,1.0,0.0,0.0,0.0,0:00
Steve Perceval,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Saffiedine vs Lim,2014-01-04,Singapore,,Singapore,0.0,104.0,73.0,48.0,23.0,4.0,3.0,0.0,0.0,8:21
Mario Yamasaki,3,F,M,Submission,Rear Naked Choke,2,3:06,UFC 179: Aldo vs Mendes 2,2014-10-25,Rio de Janeiro,,Brazil,0.0,38.0,24.0,24.0,11.0,5.0,2.0,1.0,0.0,4:20
Marc Goddard,3,F,M,KO/TKO,Punches to Head On Ground,2,3:41,UFC Fight Night: McGregor vs Brandao,2014-07-19,Dublin,Leinster,Ireland,0.0,91.0,41.0,83.0,34.0,2.0,2.0,0.0,0.0,3:33
Yves Lavigne,3,F,M,KO/TKO,Punch to Head At Distance,2,2:04,UFC 75: Champion vs Champion,2007-09-08,London,England,United Kingdom,1.0,87.0,47.0,66.0,28.0,2.0,0.0,0.0,0.0,3:49
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Stevenson vs Guillard,2007-04-05,Las Vegas,Nevada,USA,0.0,175.0,159.0,28.0,21.0,6.0,4.0,2.0,1.0,5:08
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,UFC 162: Silva vs Weidman,2013-07-06,Las Vegas,Nevada,USA,0.0,137.0,77.0,128.0,68.0,13.0,2.0,0.0,1.0,4:43
Thomas Fan,3,F,M,Decision,Unanimous,3,5:00,UFC on FUEL TV: Silva vs. Stann,2013-03-02,Saitama,,Japan,0.0,117.0,67.0,76.0,33.0,4.0,1.0,0.0,0.0,0:55
Myron Gaudet,3,F,M,Submission,"Guillotine Choke On Ground
      Technical Submission",3,4:58,UFC Fight Night: Boetsch vs Henderson,2015-06-06,New Orleans,Louisiana,USA,0.0,177.0,69.0,175.0,67.0,0.0,0.0,3.0,0.0,0:28
George Allen,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Rockhold vs Philippou,2014-01-15,Duluth,Georgia,USA,0.0,148.0,75.0,113.0,46.0,7.0,5.0,1.0,0.0,4:45
Herb Dean,3,F,M,KO/TKO,Knee to Head In Clinch,1,1:59,The Ultimate Fighter: Live Finale,2012-06-01,Las Vegas,Nevada,USA,1.0,31.0,13.0,28.0,10.0,0.0,0.0,0.0,0.0,0:05
Mario Yamasaki,3,F,M,KO/TKO,Punch to Head At Distance,3,0:13,UFC on FX: Belfort vs. Rockhold,2013-05-18,Jaragua do Sul,Santa Catarina,Brazil,1.0,116.0,44.0,111.0,39.0,0.0,0.0,0.0,0.0,0:04
John McCarthy,3,F,M,Submission,Arm Triangle From Side Control,1,1:52,UFC Fight Night: Stout vs Fisher,2007-06-12,Hollywood,Florida,USA,0.0,6.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,0:56
Steve Mazzagatti,3,F,M,Submission,Guillotine Choke After Drop to Guard,1,1:41,UFC Fight Night: Florian vs Lauzon,2008-04-02,Broomfield,Colorado,USA,0.0,6.0,5.0,4.0,3.0,5.0,1.0,1.0,0.0,0:14
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 68: The Uprising,2007-03-03,Columbus,Ohio,USA,0.0,174.0,112.0,83.0,36.0,6.0,5.0,1.0,0.0,12:24
Yves Lavigne,3,F,M,Submission,Armbar From Mount,2,4:36,UFC 106: Ortiz vs Griffin 2,2009-11-21,Las Vegas,Nevada,USA,0.0,170.0,70.0,120.0,33.0,3.0,3.0,2.0,0.0,5:28
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,UFC 63: Hughes vs Penn,2006-09-23,Anaheim,California,USA,0.0,239.0,122.0,174.0,71.0,9.0,6.0,0.0,1.0,10:50
Yves Lavigne,3,F,M,KO/TKO,Punch to Head At Distance,1,2:21,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Las Vegas,Nevada,USA,1.0,25.0,10.0,24.0,9.0,0.0,0.0,0.0,0.0,0:03
Herb Dean,3,F,M,KO/TKO,Punches to Head At Distance,1,0:57,UFC 192: Cormier vs Gustafsson,2015-10-03,Houston,Texas,USA,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0:09
Herb Dean,3,F,M,KO/TKO,Punches to Head At Distance,1,0:54,UFC Fight Night: Holloway vs Oliveira,2015-08-23,Saskatoon,Saskatchewan,Canada,0.0,16.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0:00
Bryan Miner,3,F,M,KO/TKO,Punches to Head From Mount,3,1:54,UFC Fight Night: McGregor vs Siver,2015-01-18,Boston,Massachusetts,USA,0.0,137.0,79.0,111.0,59.0,5.0,4.0,0.0,0.0,7:05
Jason Herzog,3,F,M,Decision,Split,3,5:00,UFC 157: Rousey vs Carmouche,2013-02-23,Anaheim,California,USA,0.0,164.0,86.0,120.0,46.0,3.0,1.0,0.0,0.0,6:39
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC 121: Lesnar vs Velasquez,2010-10-23,Anaheim,California,USA,0.0,296.0,108.0,295.0,107.0,2.0,1.0,0.0,0.0,0:27
Anthony Hamlett,3,F,M,KO/TKO,Kick to Head At Distance,2,2:57,UFC on FOX: Henderson vs Diaz,2012-12-08,Seattle,Washington,USA,1.0,95.0,55.0,91.0,52.0,0.0,0.0,0.0,0.0,0:01
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: Live Finale,2012-06-01,Las Vegas,Nevada,USA,0.0,84.0,59.0,30.0,17.0,5.0,4.0,0.0,2.0,8:16
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC 137: Penn vs Diaz,2011-10-29,Las Vegas,Nevada,USA,0.0,190.0,163.0,77.0,59.0,14.0,8.0,4.0,0.0,12:44
John McCarthy,3,F,M,KO/TKO,Punches to Head On Ground,1,2:45,UFC 44: Undisputed,2003-09-26,Las Vegas,Nevada,USA,1.0,26.0,19.0,18.0,11.0,1.0,1.0,0.0,0.0,2:27
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,UFC 46: Supernatural,2004-01-31,Las Vegas,Nevada,USA,0.0,159.0,118.0,80.0,45.0,10.0,6.0,0.0,1.0,13:10
Marc Goddard,3,F,M,Submission,Rear Naked Choke,1,3:23,UFC 99: The Comeback,2009-06-13,Cologne,North Rhine-Westphalia,Germany,0.0,31.0,16.0,23.0,8.0,0.0,0.0,2.0,0.0,1:11
Yves Lavigne,3,F,M,Submission,Rear Naked Choke,1,3:33,UFC: Silva vs Irvin,2008-07-19,Las Vegas,Nevada,USA,0.0,23.0,16.0,8.0,3.0,1.0,1.0,2.0,0.0,3:10
Kevin Mulhall,3,F,M,KO/TKO,Spinning Back Kick Body,3,3:45,UFC 93: Franklin vs Henderson,2009-01-17,Dublin,Leinster,Ireland,1.0,200.0,57.0,190.0,48.0,1.0,0.0,0.0,0.0,0:07
Herb Dean,3,F,M,Submission,Ankle Lock From Guard,1,1:31,UFC 79: Nemesis,2007-12-29,Las Vegas,Nevada,USA,0.0,12.0,8.0,6.0,3.0,3.0,1.0,1.0,0.0,0:59
Herb Dean,3,F,M,Submission,Ankle Lock After Drop to Ground,1,2:58,UFC Fight Night: Stevenson vs Guillard,2007-04-05,Las Vegas,Nevada,USA,0.0,12.0,9.0,7.0,4.0,2.0,1.0,1.0,0.0,1:53
Rob Hinds,3,F,M,Submission,Guillotine Choke Standing,1,3:47,UFC 119: Mir vs Cro Cop,2010-09-25,Indianapolis,Indiana,USA,0.0,63.0,50.0,11.0,7.0,2.0,2.0,1.0,0.0,2:58
John McCarthy,3,F,M,Submission,Triangle Choke From Bottom Guard,2,2:49,UFC Fight Night: Stout vs Fisher,2007-06-12,Hollywood,Florida,USA,0.0,64.0,52.0,18.0,11.0,4.0,2.0,2.0,0.0,5:05
Mark Matheny,3,F,M,Decision,Split,3,5:00,UFC 77: Hostile Territory,2007-10-20,Cincinnati,Ohio,USA,1.0,170.0,132.0,73.0,44.0,3.0,3.0,0.0,0.0,12:44
Jerin Valel,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Kim vs Hathaway,2014-03-01,Macau,,China,0.0,174.0,131.0,55.0,31.0,7.0,3.0,0.0,0.0,7:43
Mark Matheny,3,F,M,Submission,Rear Naked Choke,1,1:34,UFC 68: The Uprising,2007-03-03,Columbus,Ohio,USA,0.0,16.0,10.0,13.0,7.0,1.0,1.0,2.0,0.0,1:20
Kerry Hatley,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Marquardt vs Palhares,2010-09-15,Austin,Texas,USA,0.0,177.0,98.0,125.0,54.0,1.0,1.0,1.0,0.0,8:03
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 108: Evans vs Silva,2010-01-02,Las Vegas,Nevada,USA,0.0,83.0,55.0,45.0,21.0,7.0,6.0,4.0,1.0,11:22
Larry Landless,3,F,M,KO/TKO,Punch to Head At Distance,2,2:14,UFC 45: Revolution,2003-11-21,Uncasville,Connecticut,USA,1.0,63.0,39.0,57.0,33.0,0.0,0.0,0.0,0.0,0:11
Nelson Hamilton,3,F,M,Decision,Unanimous,3,5:00,UFC 43: Meltdown,2003-06-06,Las Vegas,Nevada,USA,1.0,79.0,57.0,40.0,21.0,0.0,0.0,3.0,1.0,6:59
Cecil Peoples,3,F,M,KO/TKO,"to    
      Shoulder Injury",1,1:19,UFC 37.5: As Real As It Gets,2002-06-22,Las Vegas,Nevada,USA,0.0,9.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0:09
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC Live: Jones vs Matyushenko,2010-08-01,San Diego,California,USA,0.0,85.0,45.0,61.0,24.0,0.0,0.0,2.0,2.0,3:54
Gary Copeland,3,F,M,KO/TKO,Punch to Head In Clinch,1,2:41,UFC Fight Night: Brown vs Silva,2014-05-10,Cincinnati,Ohio,USA,1.0,28.0,22.0,26.0,20.0,6.0,0.0,0.0,0.0,0:42
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC 98: Evans vs Machida,2009-05-23,Las Vegas,Nevada,USA,0.0,302.0,133.0,226.0,62.0,0.0,0.0,0.0,0.0,0:00
Steve Mazzagatti,3,F,M,Submission,Armbar From Side Control,2,1:32,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Las Vegas,Nevada,USA,0.0,71.0,38.0,63.0,31.0,2.0,2.0,2.0,1.0,3:06
Philippe Chartier,3,F,M,Submission,Triangle Choke From Mount,1,2:33,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,Montreal,Quebec,Canada,0.0,33.0,24.0,18.0,9.0,1.0,1.0,1.0,0.0,1:48
Herb Dean,3,F,M,Submission,Rear Naked Choke,1,3:36,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Las Vegas,Nevada,USA,0.0,26.0,15.0,16.0,6.0,2.0,2.0,1.0,0.0,2:13
