fighter_f_name_fighter1,fighter_l_name_fighter1,fighter_f_name_fighter2,fighter_l_name_fighter2,f_1,f_2,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,num_rounds,finish_round,finish_time,title_fight,weight_class,gender,result,result_details
Jim,Miller,Joe,Lauzon,2102.0,1693.0,0.0,177.0,92.0,136.0,54.0,4.0,3.0,1.0,0.0,6:12,3,3,5:00,F,Lightweight,M,Decision,Split
Jim,Miller,Gray,Maynard,1798.0,1693.0,0.0,115.0,59.0,93.0,37.0,1.0,1.0,0.0,0.0,2:05,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jim,Miller,Melvin,Guillard,2700.0,1693.0,0.0,31.0,21.0,26.0,16.0,0.0,0.0,0.0,0.0,0:01,3,1,3:04,F,Lightweight,M,Submission,Rear Naked Choke
Michael,Johnson,Dustin,Poirier,1189.0,2364.0,0.0,12.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0:00,5,1,1:35,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Michael,Johnson,Tony,Ferguson,3017.0,2364.0,0.0,176.0,45.0,176.0,45.0,1.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Michael,Johnson,Diego,Ferreira,3007.0,2364.0,1.0,71.0,30.0,71.0,30.0,2.0,0.0,0.0,0.0,0:01,3,2,1:50,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Michael,Johnson,Edson,Barboza,3863.0,2364.0,0.0,98.0,31.0,98.0,31.0,2.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Michael,Johnson,Khabib,Nurmagomedov,1436.0,2364.0,0.0,190.0,140.0,142.0,94.0,6.0,2.0,1.0,0.0,8:44,3,3,2:31,F,Lightweight,M,Submission,Kimura From Side Control
Michael,Johnson,Joe,Lauzon,2102.0,2364.0,0.0,112.0,28.0,109.0,25.0,4.0,0.0,0.0,0.0,0:28,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Michael,Johnson,Reza,Madadi,1930.0,2364.0,0.0,98.0,79.0,46.0,34.0,6.0,4.0,2.0,0.0,6:07,3,3,1:33,F,Lightweight,M,Submission,D'Arce Choke On Ground
Michael,Johnson,Gleison,Tibau,397.0,2364.0,0.0,68.0,17.0,63.0,12.0,2.0,0.0,0.0,0.0,0:59,3,2,1:32,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Michael,Johnson,Jonathan,Brookins,3666.0,2364.0,0.0,95.0,57.0,67.0,32.0,13.0,3.0,0.0,0.0,9:46,3,3,5:00,T,Lightweight,M,Decision,Unanimous
Bobby,Green,Dustin,Poirier,1189.0,2728.0,2.0,66.0,36.0,66.0,36.0,0.0,0.0,0.0,0.0,0:16,3,1,2:53,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Bobby,Green,Tony,Ferguson,3017.0,2728.0,0.0,138.0,62.0,123.0,54.0,3.0,0.0,0.0,0.0,0:13,3,3,4:54,F,Lightweight,M,Submission,Arm Triangle From Half Guard
Bobby,Green,Drew,Dober,3200.0,2728.0,1.0,121.0,34.0,121.0,34.0,1.0,0.0,0.0,0.0,0:07,3,2,2:45,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Bobby,Green,Clay,Guida,2702.0,2728.0,0.0,69.0,27.0,65.0,23.0,12.0,3.0,0.0,0.0,4:32,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Bobby,Green,Lando,Vannata,287.0,2728.0,0.0,139.0,64.0,127.0,54.0,2.0,1.0,0.0,0.0,0:27,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Bobby,Green,Francisco,Trinaldo,358.0,2728.0,0.0,127.0,36.0,122.0,31.0,2.0,1.0,1.0,0.0,1:04,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Bobby,Green,Al,Iaquinta,2467.0,2728.0,0.0,30.0,10.0,30.0,10.0,0.0,0.0,0.0,0.0,0:00,3,1,2:25,F,Lightweight,M,KO/TKO,Punches to Head From Guard
Bobby,Green,Erik,Koch,2193.0,2728.0,0.0,150.0,60.0,146.0,56.0,1.0,1.0,0.0,1.0,1:56,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Bobby,Green,Josh,Thomson,400.0,2728.0,0.0,120.0,45.0,120.0,45.0,5.0,0.0,0.0,0.0,0:19,3,3,5:00,F,Lightweight,M,Decision,Split
Bobby,Green,Jacob,Volkmann,226.0,2728.0,0.0,60.0,11.0,51.0,6.0,12.0,4.0,0.0,0.0,5:37,3,3,4:25,F,Lightweight,M,Submission,Rear Naked Choke
Joe,Duffy,Dustin,Poirier,1189.0,3154.0,0.0,153.0,88.0,137.0,72.0,7.0,4.0,0.0,0.0,9:23,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Joe,Duffy,Marc,Diakiese,3229.0,3154.0,1.0,125.0,80.0,106.0,63.0,4.0,3.0,0.0,0.0,4:27,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Joe,Duffy,James,Vick,250.0,3154.0,1.0,138.0,43.0,137.0,42.0,0.0,0.0,0.0,0.0,0:04,3,2,4:59,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Joe,Duffy,Jake,Lindsey,2009.0,3154.0,0.0,23.0,6.0,23.0,6.0,0.0,0.0,0.0,0.0,0:00,3,1,1:47,F,Lightweight,M,KO/TKO,Punch to Body In Clinch
Yancy,Medeiros,Dustin,Poirier,1189.0,1751.0,2.0,46.0,36.0,36.0,27.0,2.0,1.0,1.0,0.0,0:00,3,1,2:38,F,Lightweight,M,KO/TKO,Punches to Head In Clinch
Yancy,Medeiros,Jim,Miller,1693.0,1751.0,0.0,20.0,6.0,19.0,5.0,1.0,0.0,1.0,0.0,0:29,3,1,3:18,F,Lightweight,M,Submission,Guillotine Choke After Drop to Half Guard
Yancy,Medeiros,Lando,Vannata,287.0,1751.0,0.0,189.0,100.0,188.0,99.0,3.0,0.0,0.0,0.0,0:04,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Yancy,Medeiros,John,Makdessi,1896.0,1751.0,0.0,196.0,114.0,196.0,114.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Split
Yancy,Medeiros,Francisco,Trinaldo,358.0,1751.0,0.0,204.0,143.0,175.0,117.0,4.0,2.0,0.0,0.0,3:31,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Yancy,Medeiros,Rustam,Khabilov,2244.0,1751.0,0.0,18.0,4.0,17.0,3.0,2.0,1.0,0.0,0.0,0:17,3,1,2:32,F,Lightweight,M,TKO - Doctor's Stoppage,Thumb Injury
Yancy,Medeiros,Gregor,Gillespie,2831.0,1751.0,0.0,95.0,73.0,71.0,51.0,11.0,6.0,0.0,1.0,8:48,3,2,4:59,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Yancy,Medeiros,Joe,Proctor,1156.0,1751.0,0.0,46.0,15.0,46.0,15.0,0.0,0.0,0.0,0.0,0:00,3,1,4:37,F,Lightweight,M,Submission,Guillotine Choke On Ground
Diego,Ferreira,Dustin,Poirier,1189.0,3007.0,2.0,56.0,29.0,50.0,24.0,0.0,0.0,0.0,0.0,0:46,3,1,3:45,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
Diego,Ferreira,Jared,Gordon,2773.0,3007.0,0.0,17.0,8.0,17.0,8.0,1.0,0.0,0.0,0.0,0:00,3,1,1:58,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
Diego,Ferreira,Anthony,Pettis,1225.0,3007.0,0.0,51.0,28.0,45.0,22.0,0.0,0.0,0.0,0.0,0:00,3,2,1:46,F,Lightweight,M,Submission,Rear Naked Choke
Diego,Ferreira,Rustam,Khabilov,2244.0,3007.0,0.0,149.0,44.0,147.0,43.0,12.0,3.0,0.0,0.0,1:02,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Diego,Ferreira,Mairbek,Taisumov,466.0,3007.0,0.0,160.0,51.0,160.0,51.0,2.0,0.0,0.0,0.0,0:01,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Diego,Ferreira,Olivier,Aubin-Mercier,3912.0,3007.0,0.0,99.0,55.0,93.0,49.0,5.0,1.0,0.0,0.0,0:57,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Diego,Ferreira,Ramsey,Nijem,1474.0,3007.0,0.0,67.0,27.0,58.0,18.0,4.0,2.0,0.0,0.0,1:41,3,2,1:53,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Diego,Ferreira,Colton,Smith,631.0,3007.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0:10,3,1,0:38,F,Lightweight,M,Submission,Rear Naked Choke
Beneil,Dariush,Tony,Ferguson,3017.0,3296.0,0.0,59.0,37.0,34.0,15.0,0.0,0.0,1.0,0.0,0:05,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Beneil,Dariush,Charles,Oliveira,1401.0,3296.0,1.0,47.0,37.0,36.0,26.0,1.0,0.0,0.0,0.0,0:31,3,1,4:10,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Beneil,Dariush,Jim,Miller,1693.0,3296.0,0.0,43.0,24.0,27.0,11.0,0.0,0.0,3.0,1.0,0:16,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Beneil,Dariush,Diego,Ferreira,3007.0,3296.0,0.0,145.0,74.0,121.0,54.0,1.0,0.0,0.0,1.0,0:58,3,3,5:00,F,Lightweight,M,Decision,Split
Beneil,Dariush,Diego,Ferreira,3007.0,3296.0,0.0,90.0,24.0,85.0,21.0,1.0,0.0,0.0,0.0,0:36,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Beneil,Dariush,Edson,Barboza,3863.0,3296.0,1.0,83.0,31.0,82.0,30.0,0.0,0.0,0.0,0.0,0:03,3,2,3:35,F,Lightweight,M,KO/TKO,Flying Knee Head
Beneil,Dariush,Michael,Johnson,2364.0,3296.0,0.0,223.0,85.0,222.0,84.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Split
Beneil,Dariush,Frank,Camacho,3582.0,3296.0,0.0,9.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0:00,3,1,2:02,F,Lightweight,M,Submission,Rear Naked Choke
Beneil,Dariush,Daron,Cruickshank,3349.0,3296.0,0.0,44.0,18.0,43.0,17.0,5.0,0.0,0.0,0.0,0:24,3,2,2:38,F,Lightweight,M,Submission,Rear Naked Choke
Beneil,Dariush,Ramsey,Nijem,1474.0,3296.0,2.0,121.0,92.0,51.0,34.0,1.0,1.0,1.0,0.0,1:38,3,1,4:20,F,Lightweight,M,KO/TKO,Punches to Head From Half Guard
Beneil,Dariush,Charlie,Brenneman,3680.0,3296.0,0.0,11.0,7.0,9.0,5.0,1.0,0.0,0.0,0.0,0:00,3,1,1:45,F,Lightweight,M,Submission,Rear Naked Choke
Donald,Cerrone,Tony,Ferguson,3017.0,3499.0,0.0,200.0,104.0,200.0,104.0,0.0,0.0,0.0,0.0,0:00,3,2,5:00,F,Lightweight,M,TKO - Doctor's Stoppage,
Donald,Cerrone,Nate,Diaz,3221.0,3499.0,0.0,391.0,260.0,362.0,238.0,2.0,0.0,0.0,0.0,1:04,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Donald,Cerrone,Rafael,Dos Anjos,3185.0,3499.0,0.0,44.0,26.0,44.0,26.0,0.0,0.0,0.0,0.0,0:09,5,1,1:06,T,Lightweight,M,KO/TKO,Punches to Head On Ground
Donald,Cerrone,Alexander,Hernandez,2576.0,3499.0,0.0,110.0,54.0,105.0,49.0,2.0,0.0,0.0,0.0,0:22,3,2,3:43,F,Lightweight,M,KO/TKO,Kick to Head At Distance
Donald,Cerrone,Al,Iaquinta,2467.0,3499.0,0.0,223.0,90.0,223.0,90.0,5.0,0.0,0.0,0.0,0:00,5,5,5:00,F,Lightweight,M,Decision,Unanimous
Donald,Cerrone,Anthony,Pettis,1225.0,3499.0,1.0,28.0,18.0,28.0,18.0,0.0,0.0,0.0,0.0,0:02,3,1,2:35,F,Lightweight,M,KO/TKO,Kick to Body At Distance
Donald,Cerrone,Dennis,Siver,649.0,3499.0,0.0,23.0,14.0,21.0,12.0,2.0,0.0,0.0,0.0,0:38,3,1,2:22,F,Lightweight,M,Submission,Rear Naked Choke
Donald,Cerrone,Vagner,Rocha,995.0,3499.0,0.0,108.0,47.0,106.0,46.0,7.0,1.0,0.0,0.0,0:56,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Kevin,Lee,Tony,Ferguson,3017.0,2070.0,0.0,106.0,57.0,103.0,54.0,0.0,0.0,2.0,0.0,0:02,5,3,4:02,T,Lightweight,M,Submission,Triangle Choke From Bottom Guard
Kevin,Lee,Michael,Chiesa,3478.0,2070.0,0.0,14.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,0:08,5,1,4:37,F,Lightweight,M,Submission,Rear Naked Choke
Kevin,Lee,Jake,Matthews,1810.0,2070.0,0.0,13.0,5.0,13.0,5.0,0.0,0.0,0.0,0.0,0:00,3,1,4:06,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Kevin,Lee,Edson,Barboza,3863.0,2070.0,0.0,119.0,64.0,106.0,51.0,1.0,0.0,0.0,0.0,0:10,5,5,2:18,F,Lightweight,M,TKO - Doctor's Stoppage,
Kevin,Lee,Leonardo,Santos,833.0,2070.0,1.0,48.0,32.0,48.0,32.0,1.0,1.0,0.0,0.0,0:30,3,1,3:26,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Kevin,Lee,Francisco,Trinaldo,358.0,2070.0,0.0,65.0,30.0,59.0,25.0,1.0,0.0,1.0,0.0,0:45,3,2,3:12,F,Lightweight,M,Submission,Rear Naked Choke
Kevin,Lee,Al,Iaquinta,2467.0,2070.0,1.0,125.0,50.0,122.0,49.0,1.0,0.0,1.0,0.0,1:48,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Kevin,Lee,Michel,Prazeres,1166.0,2070.0,0.0,94.0,38.0,89.0,33.0,9.0,3.0,0.0,0.0,3:14,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Kevin,Lee,Jon,Tuck,347.0,2070.0,0.0,125.0,68.0,80.0,30.0,0.0,0.0,2.0,0.0,0:07,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Kevin,Lee,Efrain,Escudero,3065.0,2070.0,0.0,141.0,96.0,114.0,70.0,7.0,1.0,0.0,0.0,2:13,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Kevin,Lee,Jesse,Ronson,953.0,2070.0,0.0,105.0,51.0,100.0,48.0,2.0,1.0,1.0,0.0,0:40,3,3,5:00,F,Lightweight,M,Decision,Split
Lando,Vannata,Tony,Ferguson,3017.0,287.0,0.0,122.0,69.0,119.0,66.0,0.0,0.0,3.0,0.0,0:00,3,2,2:22,F,Lightweight,M,Submission,D'Arce Choke After Drop to Ground
Lando,Vannata,Marc,Diakiese,3229.0,287.0,0.0,111.0,45.0,99.0,40.0,7.0,4.0,0.0,0.0,5:08,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Lando,Vannata,John,Makdessi,1896.0,287.0,0.0,13.0,11.0,13.0,11.0,0.0,0.0,0.0,0.0,0:00,3,1,1:40,F,Lightweight,M,KO/TKO,"Kick to Head At Distance
      Wheel Kick"
Gleison,Tibau,Tony,Ferguson,3017.0,397.0,0.0,45.0,17.0,38.0,11.0,1.0,1.0,2.0,0.0,0:45,3,1,2:37,F,Lightweight,M,Submission,Rear Naked Choke
Gleison,Tibau,Jim,Miller,1693.0,397.0,0.0,128.0,44.0,113.0,29.0,6.0,0.0,2.0,0.0,2:05,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Gleison,Tibau,Islam,Makhachev,1895.0,397.0,1.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0:01,3,1,0:57,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Gleison,Tibau,Desmond,Green,2727.0,397.0,0.0,191.0,77.0,191.0,77.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Gleison,Tibau,Norman,Parke,1315.0,397.0,0.0,141.0,44.0,140.0,43.0,10.0,0.0,0.0,0.0,1:08,3,3,5:00,F,Lightweight,M,Decision,Split
Gleison,Tibau,Jamie,Varner,283.0,397.0,0.0,104.0,63.0,76.0,37.0,3.0,1.0,1.0,0.0,1:56,3,3,5:00,F,Lightweight,M,Decision,Split
Gleison,Tibau,Melvin,Guillard,2700.0,397.0,0.0,56.0,19.0,50.0,13.0,4.0,1.0,0.0,0.0,0:10,3,3,5:00,F,Lightweight,M,Decision,Split
Gleison,Tibau,Tyson,Griffin,2722.0,397.0,0.0,142.0,82.0,119.0,60.0,2.0,0.0,0.0,0.0,1:40,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Gleison,Tibau,Joe,Stevenson,539.0,397.0,1.0,28.0,13.0,27.0,12.0,3.0,1.0,2.0,0.0,3:14,3,2,2:57,F,Lightweight,M,Submission,Guillotine Choke After Drop to Guard
Gleison,Tibau,Kurt,Pellegrino,1276.0,397.0,0.0,171.0,97.0,120.0,47.0,6.0,1.0,0.0,0.0,3:09,3,3,5:00,F,Lightweight,M,Decision,Split
Gleison,Tibau,Caol,Uno,319.0,397.0,0.0,34.0,10.0,28.0,6.0,0.0,0.0,0.0,0.0,0:00,3,1,4:13,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Abel,Trujillo,Tony,Ferguson,3017.0,351.0,0.0,76.0,38.0,55.0,20.0,1.0,1.0,1.0,0.0,2:02,3,2,4:19,F,Lightweight,M,Submission,Rear Naked Choke
Abel,Trujillo,John,Makdessi,1896.0,351.0,1.0,119.0,57.0,104.0,47.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Abel,Trujillo,Khabib,Nurmagomedov,1436.0,351.0,0.0,68.0,46.0,40.0,23.0,27.0,21.0,2.0,0.0,10:29,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Abel,Trujillo,Gleison,Tibau,397.0,351.0,0.0,8.0,6.0,5.0,3.0,3.0,2.0,1.0,0.0,1:27,3,1,1:45,F,Lightweight,M,DQ,"Rear Naked Choke
      Overturned - Failed Drug Test by Tibau"
Abel,Trujillo,Jamie,Varner,283.0,351.0,0.0,122.0,51.0,96.0,36.0,0.0,0.0,1.0,0.0,2:30,3,2,2:32,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Abel,Trujillo,Marcus,LeVesseur,2039.0,351.0,0.0,19.0,11.0,16.0,9.0,10.0,2.0,0.0,0.0,4:08,3,2,3:56,F,Lightweight,M,KO/TKO,Knees to Body On Ground
Danny,Castillo,Tony,Ferguson,3017.0,3513.0,0.0,130.0,71.0,80.0,23.0,0.0,0.0,1.0,1.0,0:07,3,3,5:00,F,Lightweight,M,Decision,Split
Danny,Castillo,Jim,Miller,1693.0,3513.0,0.0,127.0,61.0,110.0,45.0,3.0,2.0,0.0,0.0,2:10,3,3,5:00,F,Lightweight,M,Decision,Split
Danny,Castillo,Michael,Johnson,2364.0,3513.0,1.0,38.0,18.0,36.0,17.0,0.0,0.0,0.0,0.0,0:03,3,2,1:06,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Danny,Castillo,Nik,Lentz,2052.0,3513.0,0.0,148.0,72.0,132.0,59.0,6.0,3.0,2.0,0.0,1:34,3,3,5:00,F,Lightweight,M,Decision,Split
Danny,Castillo,Anthony,Njokuani,1464.0,3513.0,0.0,122.0,67.0,98.0,44.0,2.0,0.0,1.0,1.0,0:19,3,3,5:00,F,Lightweight,M,Decision,Split
Danny,Castillo,Paul,Sass,811.0,3513.0,0.0,47.0,23.0,23.0,4.0,0.0,0.0,5.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Danny,Castillo,Jacob,Volkmann,226.0,3513.0,0.0,51.0,39.0,16.0,6.0,5.0,3.0,6.0,0.0,7:47,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Danny,Castillo,Joe,Stevenson,539.0,3513.0,0.0,55.0,21.0,45.0,12.0,6.0,2.0,4.0,0.0,3:43,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Katsunori,Kikuno,Tony,Ferguson,3017.0,2235.0,1.0,69.0,40.0,67.0,38.0,2.0,1.0,1.0,0.0,0:37,3,1,4:06,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Mike,Rio,Tony,Ferguson,3017.0,1032.0,0.0,18.0,7.0,15.0,5.0,0.0,0.0,1.0,0.0,0:17,3,1,1:52,F,Lightweight,M,Submission,D'Arce Choke On Ground
Mike,Rio,Francisco,Trinaldo,358.0,1032.0,0.0,9.0,6.0,8.0,5.0,1.0,1.0,1.0,0.0,0:57,3,1,3:08,F,Lightweight,M,Submission,Arm Triangle From Half Guard
Mike,Rio,Daron,Cruickshank,3349.0,1032.0,2.0,111.0,51.0,104.0,46.0,1.0,1.0,1.0,0.0,1:26,3,2,4:56,F,Lightweight,M,KO/TKO,"Kick to Head At Distance
      Wheel Kick"
Yves,Edwards,Tony,Ferguson,3017.0,3119.0,0.0,234.0,62.0,232.0,61.0,1.0,1.0,1.0,0.0,0:10,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Yves,Edwards,Mark,Hominick,2520.0,3119.0,0.0,67.0,31.0,58.0,22.0,0.0,0.0,1.0,0.0,0:22,3,2,1:52,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard
Yves,Edwards,Cody,McKenzie,1761.0,3119.0,0.0,112.0,55.0,72.0,16.0,9.0,2.0,0.0,0.0,2:52,3,2,4:33,F,Lightweight,M,Submission,"Rear Naked Choke
      Technical Submission"
Yves,Edwards,Joe,Stevenson,539.0,3119.0,0.0,109.0,76.0,57.0,28.0,6.0,3.0,1.0,0.0,5:40,3,2,5:00,F,Lightweight,M,TKO - Doctor's Stoppage,Facial Cut
Yves,Edwards,Caol,Uno,319.0,3119.0,0.0,81.0,58.0,32.0,19.0,6.0,3.0,1.0,2.0,6:48,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Aaron,Riley,Tony,Ferguson,3017.0,1038.0,0.0,82.0,31.0,82.0,31.0,0.0,0.0,0.0,0.0,0:02,3,1,5:00,F,Lightweight,M,TKO - Doctor's Stoppage,Jaw Injury
Aaron,Riley,Ross,Pearson,1284.0,1038.0,0.0,135.0,70.0,122.0,59.0,0.0,0.0,0.0,0.0,0:53,3,2,4:38,F,Lightweight,M,TKO - Doctor's Stoppage,Facial Cut
Aaron,Riley,Shane,Nelson,1498.0,1038.0,1.0,12.0,5.0,12.0,5.0,0.0,0.0,0.0,0.0,0:06,3,1,0:44,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Mitch,Clarke,Michael,Chiesa,3478.0,3445.0,0.0,173.0,98.0,128.0,59.0,7.0,4.0,0.0,0.0,5:21,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Mitch,Clarke,Al,Iaquinta,2467.0,3445.0,0.0,40.0,31.0,19.0,13.0,1.0,1.0,2.0,0.0,4:31,3,2,0:57,F,Lightweight,M,Submission,"D'Arce Choke From Bottom
      Technical Submission"
Mitch,Clarke,Joe,Duffy,3154.0,3445.0,1.0,7.0,3.0,7.0,3.0,0.0,0.0,1.0,0.0,0:15,3,1,0:25,F,Lightweight,M,Submission,Rear Naked Choke
Francisco,Trinaldo,Michael,Chiesa,3478.0,358.0,0.0,208.0,121.0,70.0,19.0,7.0,2.0,0.0,0.0,8:49,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Francisco,Trinaldo,Alexander,Hernandez,2576.0,358.0,0.0,92.0,26.0,91.0,25.0,1.0,0.0,0.0,0.0,0:20,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Francisco,Trinaldo,James,Vick,250.0,358.0,1.0,162.0,72.0,158.0,68.0,2.0,1.0,0.0,0.0,0:27,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Francisco,Trinaldo,Ross,Pearson,1284.0,358.0,0.0,89.0,32.0,85.0,28.0,2.0,2.0,0.0,0.0,1:02,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Francisco,Trinaldo,Chad,Laprise,2114.0,358.0,0.0,17.0,8.0,17.0,8.0,0.0,0.0,0.0,0.0,0:00,3,1,2:43,F,Lightweight,M,KO/TKO,Punches to   From Back Control
Francisco,Trinaldo,Gleison,Tibau,397.0,358.0,0.0,134.0,96.0,63.0,36.0,6.0,5.0,2.0,0.0,6:37,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Anton,Kuivanen,Michael,Chiesa,3478.0,2158.0,0.0,54.0,9.0,50.0,5.0,5.0,1.0,2.0,0.0,2:08,3,2,2:29,F,Lightweight,M,Submission,Rear Naked Choke
Anton,Kuivanen,Mitch,Clarke,3445.0,2158.0,0.0,52.0,29.0,24.0,6.0,8.0,3.0,1.0,1.0,4:26,3,3,5:00,F,Lightweight,M,Decision,Split
Al,Iaquinta,Michael,Chiesa,3478.0,2467.0,0.0,15.0,9.0,15.0,9.0,3.0,1.0,1.0,0.0,1:05,3,1,2:47,T,Lightweight,M,Submission,"Rear Naked Choke
      Technical Submission"
Al,Iaquinta,Kevin,Lee,2070.0,2467.0,0.0,319.0,121.0,296.0,102.0,5.0,3.0,0.0,0.0,5:25,5,5,5:00,F,Lightweight,M,Decision,Unanimous
Al,Iaquinta,Khabib,Nurmagomedov,1436.0,2467.0,0.0,352.0,172.0,304.0,134.0,15.0,6.0,1.0,0.0,10:33,5,5,5:00,T,Lightweight,M,Decision,Unanimous
Al,Iaquinta,Jorge,Masvidal,1819.0,2467.0,0.0,173.0,86.0,170.0,83.0,0.0,0.0,0.0,0.0,0:25,3,3,5:00,F,Lightweight,M,Decision,Split
Al,Iaquinta,Joe,Lauzon,2102.0,2467.0,0.0,86.0,32.0,86.0,32.0,1.0,0.0,0.0,0.0,0:07,3,2,3:34,F,Lightweight,M,KO/TKO,Punches to Head In Clinch
Al,Iaquinta,Ross,Pearson,1284.0,2467.0,0.0,61.0,21.0,60.0,20.0,1.0,0.0,0.0,0.0,0:00,3,2,1:39,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
Al,Iaquinta,Ryan,Couture,3369.0,2467.0,0.0,158.0,47.0,155.0,45.0,6.0,0.0,0.0,0.0,1:08,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Andrew,Holbrook,Jake,Matthews,1810.0,2537.0,0.0,70.0,29.0,62.0,22.0,3.0,3.0,0.0,0.0,5:19,3,3,5:00,F,Lightweight,M,Decision,Split
Andrew,Holbrook,Joaquim,Silva,688.0,2537.0,1.0,8.0,6.0,8.0,6.0,1.0,0.0,0.0,0.0,0:03,3,1,0:34,F,Lightweight,M,KO/TKO,Punch to Head On Ground
Andrew,Holbrook,Gregor,Gillespie,2831.0,2537.0,1.0,13.0,9.0,12.0,8.0,0.0,0.0,0.0,0.0,0:05,3,1,0:21,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Andrew,Holbrook,Thibault,Gouti,2764.0,2537.0,1.0,88.0,43.0,86.0,41.0,0.0,0.0,0.0,0.0,0:30,3,1,4:28,F,Lightweight,M,KO/TKO,Punches to Head In Clinch
Andrew,Holbrook,Ramsey,Nijem,1474.0,2537.0,0.0,120.0,76.0,63.0,29.0,6.0,6.0,0.0,0.0,8:38,3,3,5:00,F,Lightweight,M,Decision,Split
Johnny,Case,Jake,Matthews,1810.0,3523.0,0.0,129.0,50.0,114.0,36.0,4.0,0.0,2.0,0.0,1:14,3,3,4:45,F,Lightweight,M,Submission,Rear Naked Choke
